1TE0000004	볼트 문 작동
1TE1000012	적합한 권한 필요
1TE1000014	보안 접근 구역 잠금해제
1TE1000016	미공군 자동-전사기
1TE1000017	사용자 모드: 미국인/중서부
1TE1000018	원본 언어: 중국어/구안후어 형식
1TE1000019	경고: 해독 오류 발견: 13%
1TE1000021	해독/번역량 99x87x010
1TE1000022	미공군 협안 : 포대 주둔지
1TE1000023	추가치 산맥 공군주둔기지 - 알래스카, 앵커리지
1TE1000024	공군주둔기지-12.1 구역
1TE1000025	통제권 설정: 
1TE1000026	공군기지 엘렌도프 - 알래스카, 앵커리지
1TE1000028	1.1a: 연합 작전/북미 방공 사령부
1TE1000029	1.1b: 양동 후송
1TE1000030	1.1c: 공중 정탐 활동
1TE1000033	원본 언어: 중국어/만다린어 형식
1TE1000034	경고: 해독 오류 발견: 27%
1TE1000036	해독/번역량 99x46x013
1TE1000040	경고: 해독 오류 발견: 16%
1TE1000042	해독/번역량 99x17x320
1TE1000046	경고: 해독 오류 발견: 15%
1TE1000048	해독/번역량 99x51x140
1TE1000049	앵커리지 통신 회사.
1TE1000050	공개 방송 단말기 AF-12e
1TE1000051	미 국방부 인증 특수 계약
1TE1000052	오류: 기록 변조 발견
1TE1000053	오류: 비허가 인증 코드
1TE1000055	기록 진단?
1TE1000056	방송 메시지?
1TE1000057	마지막 전송 불러옴?
1TE1000058	H:> \.
1TE1000059	H:> 환영합니다. USER_ADMIN
1TE1000060	H:> ...
1TE1000062	사용자 접속 기록
1TE1000063	메인프레임 영역 접속
1TE1000064	파워루틴 수행
1TE1000067	G - 지상
1TE1000068	S1 - 지하 1층
1TE1000069	S2 - 지하 1층
1TE1000070	환영합니다. 패터슨 중위님.
1TE1000071	당신의 타격대를 선택해 주세요.
1TE1000073	보충 마커 비용
1TE1000074	1번째 유닛 없음
1TE1000075	1번째 유닛: 보병
1TE1000076	1번째 유닛: 척탄병
1TE1000077	1번째 유닛: 미사일병
1TE1000078	1번째 유닛: 저격수
1TE1000079	1번째 유닛: 미스터 것시
1TE1000080	1번째 유닛: 센트리봇
1TE1000081	2번째 유닛 없음
1TE1000082	2번째 유닛: 보병
1TE1000083	2번째 유닛: 척탄병
1TE1000084	2번째 유닛: 미사일병
1TE1000085	2번째 유닛: 저격수
1TE1000086	2번째 유닛: 미스터 것시
1TE1000087	2번째 유닛: 센트리봇
1TE1000088	3번째 유닛 없음
1TE1000089	3번째 유닛: 보병
1TE1000090	3번째 유닛: 척탄병
1TE1000091	3번째 유닛: 미사일병
1TE1000092	3번째 유닛: 저격수
1TE1000093	3번째 유닛: 미스터 것시
1TE1000094	3번째 유닛: 센트리봇
1TE1000095	팀 선택 완료 - 팀 승인
1TE1000096	유닛 설명
1TE1000099	장비 패키지 변경
1TE1000103	화력 장비 패키지 설명
1TE1000106	육탄전 패키지 설명
1TE1000109	저격 패키지 설명
1TE1000112	중화기 패키지 설명
1TE1000115	보병 - 1 마커
1TE1000116	척탄병 - 1 마커
1TE1000117	미사일병 - 2 마커
1TE1000118	저격수 - 2 마커
1TE1000119	미스터 것시 - 3 마커
1TE1000120	센트리봇 - 4 마커
1TE1000121	유닛 해산
1TE1000150	팀 배치
1TE1000151	취소
1TE1000154	접근 허가됨. 진행.
1TE1000155	번역 불러오는중...
1TE1000162	오류: 보관 데이터 오류 98xHHa
1TE1000163	오류: 회선 이용불가
1TE1000164	전송 기록 불러오는중...
1TE1000165	사용자접속.기록 불러오는중
1TE1000166	오류: 권한 폐지됨
1TE1000168	할당 초과
1TE1000169	병참장교 면회필요
1TE1000170	요청 확인됨
1TE1000171	현재 해당 패키지를 사용중입니다.
1TE2000007	투광 조명 전력 차단
1TE2000008	투광 조명 전력 공급
1TE2000009	파워 등급 점검
1TE2000013	5mm 탄약
1TE2000014	5.56mm 탄약
1TE2000015	10mm 탄약
1TE2000016	.308 구경 탄약
1TE2000017	.32 구경 탄약
1TE2000020	10mm 탄약이 선택되었습니다.
1TE2000021	새로운 탄환 제작을 위한 재료를 준비 해 주세요.
1TE2000023	생산 가동 추산
1TE2000030	10mm 탄환 찍어내기
1TE2000031	5mm 탄약이 선택되었습니다.
1TE2000042	5mm 탄환 찍어내기
1TE2000043	.32 구경 탄환이 선택 되었습니다.
1TE2000053	.32구경 캘리버 탄환 찍어내기
1TE2000054	.44 매그넘 탄약이 선택되었습니다.
1TE2000064	.44 매그넘 탄환 찍어내기
1TE2000065	5.56mm 탄환이 선택 되었습니다.
1TE2000076	5.56mm 탄환 찍어내기
1TE2000077	.32구경 탄환이 선택 되었습니다.
1TE2000087	.32 구경 탄환 찍어내기
1TE2000088	산탄총 탄환이 선택 되었습니다.
1TE2000099	산탄총 탄환 생산
1TE2000100	-->공공 작업을 위한 피츠버그 행정소
1TE2000101	-->행정소 메일 단말기
1TE2000102	-->다음 ID로 접속: 감독관 헤들리 제임스
1TE2000104	주제: 새로운 스미스필드 거리 다리
1TE2000105	주제: 새로운 인사 임명
1TE2000106	주제: 그거 들었어?
1TE2000107	주제: 폰 메시지
1TE2000108	보먼 박사의 사무 기록 
1TE2000109	저널소프트 v2.3
1TE2000110	-->다음 ID로 접속: 간호사 힉스
1TE2000112	환자 기록 148
1TE2000113	환자 기록 147
1TE2000114	개인 기록 48
1TE2000115	***********************************************[CRLF]
1TE2000116	** 프레스디 생명 연구 시스템 **
1TE2000117	** 크랙-젠슨 프로토콜 로딩됨 **
1TE2000120	트로그 연구
1TE2000122	***********************************[CRLF]
1TE2000123	** 핏 생명 연구 시스템 **
1TE2000124	** 크랙-젠슨 프로토콜 로딩됨 **
1TE2000127	아기 모니터
1TE2000135	새 프로텍트론에 관해서
1TE2000136	새 노동자에 관해서
1TE2000137	새 선적에 관해서
1TE2000138	롭코 서비스 단말기[CRLF]V 6.0.3.2.1.a[CRLF]------------------------------------
1TE2000150	보안 로봇 활성화 #1
1TE2000152	보안 로봇 활성화 #2
1TE2000154	보안 로봇 활성화 #3
1TE2000156	보안 로봇 활성화 #4
1TE2000161	새 노동자에 관해서
1TE2000163	개인 등록 #1
1TE2000164	개인 등록 #2
1TE2000165	개인 등록 #3
1TE2000166	개인 등록 #4
1TE2000167	개인 등록 #5
1TE2000168	개인 등록 #6
1TE2000169	-롭코 불법 침입 관리-
1TE2000170	======시스템 재구성 시작======
1TE2000171	사용자 : "에셔"
1TE2000178	----철 프레스 상태 화면----[CRLF]---------------------------------
1TE2000180	-회전 프레스 01 상태: 활성화
1TE2000181	-회전 프레스 02 상태: 활성화
1TE2000183	긴급 정지
1TE2000184	----탄약 프레스 상태 화면----[CRLF]---------------------------------
1TE2000186	-탄약 프레스 01 상태: 가동
1TE2000187	-탄약 프레스 02 상태: 가동
1TE2000189	조작 설명
1TE2000191	탄약 생산
1TE2000194	업타운 전력 차단됨
1TE2000195	공급 불가 : 오류 BHA-00
1TE2000196	원자 터빈 : 10.8%
1TE2000197	원자 터빈 공장에 재공급
1TE2000198	3개 이하의 탄약 생산 가능.
1TE2000199	4개 ~ 10개의 탄약 생산 가능.
1TE2000200	11개 ~ 25개의 탄약 생산 가능.
1TE2000201	26개 ~ 50개의 탄약 생산 가능.
1TE2000202	51개 ~ 100개의 탄약 생산 가능.
1TE2000203	101개 ~ 200개의 탄약 생산 가능.
1TE2000204	200개 이상의 탄약 생산 가능.
1TE2000205	가동중...
1TE2000212	201개 ~ 400개의 탄약 생산 가능.
1TE2000213	400개 이상의 탄약 생산 가능.
1TE2000248	3개 이하의 탄환 생산 가능.
1TE2000249	4개 이상 10개 이하의 탄환 생산 가능.
1TE2000250	11개 이상 25개 이하의 탄환 생산 가능.
1TE2000251	26개 이상 50개 이하의 탄환 생산 가능.
1TE2000252	51개 이상 100개 이하의 탄환 생산 가능.
1TE2000253	101개 이상 200개 이하의 탄환 생산 가능.
1TE2000254	201개 이상 400개 이하의 탄환 생산 가능.
1TE2000255	401개 이상의 탄환 생산 가능.
1TE2000259	아기 상태: 건강하고 안전함
1TE2000261	아기를 찾을 수 없음. 아기를 넣고 다시 시도해주세요.
1TE2000266	정보 회복중...
1TE2000272	<오류> 이미 활성화 되어있음
1TE2000293	명령 무시됨 - 번복 가능
1TE2000294	인증된 사용자만 가능
1TE2000297	오류 - 재료통에 재료가 없음
1TE3000001	 올드 올니 파워웍스
1TE3000002	 포세이돈 에너지 지사
1TE3000005	보안 시스템 해방
1TE3000006	보안 문 개방
1TE3000011	방사능 배출
1TE3000016	<!>오류: 포탑(들) 응답 없음<!>
1TE3000025	오피서의 보고서
1TE3000026	공식 명령서
1TE3000028	* 이동 기지 제어 *
1TE3000031	이동 기지 적하 진입로 개방
1TE3000032	이동 기지 적하 진입로 닫음
1TE3000033	이동 기지 제어 센터 접속
1TE3000034	버티버드 비행 제어 접속
1TE3000039	Z 기계 안전장치 [1/4]
1TE3000044	Z 기계 안전장치 [2/4]
1TE3000051	Z 기계 안전장치 [3/4]
1TE3000052	Z 기계 안전장치 [4/4]
1TE3000062	설비 안전장치 발동
1TE3000063	교신기 접속중...
1TE3000065	교신기 활성화.
1TE3000067	요청 전송
1TE3000068	위성 추적 장치
1TE3000069	맨토스 남용
1TE3000070	로봇 고장
1TE3000072	권한 없는 접근을 금함
1TE3000074	탄두 적재량 설정됨
1TE3000075	위성 상태 점검
1TE3000076	탄두 점검
1TE3000077	탄두 적재
1TE3000078	탄두 발사
1TE3000079	위성 발사 제어 시스템
1TE3000080	+경고: 안전장치 꺼짐/시스템 해제+
1TE3000082	설정된 목표 01: 시타델
1TE3000083	설정된 목표 02: 정화 프로젝트
1TE3000084	설정된 목표 03: 메가톤
1TE3000085	설정된 목표 04: 리벳 시티 항공모함
1TE3000086	설정된 목표 05: 아담스 AFB 위성 기지
1TE3000088	+목표물 설정: 시타델+
1TE3000089	++경고: 모든 탄두가 목표로 발사되고, 이 발사지점은 폐쇄됩니다.++
1TE3000093	+목표물 설정: 아담스 AFB 이동 기지+
1TE3000099	++최종 경고: 이대로 목표물을 설정하면 자폭 하게 됩니다! 마지막 승인을 요청합니다!++
1TE3000103	-포세이돈 에너지 지사-
1TE3000106	자동화 과정 비활성화
1TE3000107	자동화 과정 재활성화
1TE3000108	관리 명단 불러오기
1TE3000109	영원하라 엔클레이브!
1TE3000110	로봇 제어 메인프레임 v2.7
1TE3000112	로봇 진단 실행
1TE3000115	안전 종료 실행
1TE3000116	타겟 매개 변수 긴급조정
1TE3000117	엔클레이브 타겟 [로봇공학 전문가]
1TE3000133	보안 시스템 온라인
1TE3000135	내부 문 잠금해제
1TE3000136	바깥 문 잠금해제
1TE3000138	병기고 보안 제어 단말기
1TE3000139	=입출고시 반드시 목록에 기재 바랍니다!=
1TE3000141	새로운 항목 교환 기록
1TE3000146	미합중국 군 경찰
1TE3000147	펜타곤 지국 3A
1TE3000153	공공 박물관 컴퓨터 7
1TE3000154	달라스 브라이스
1TE3000156	기록 명단 MA-0089
1TE3000157	기록 명단 MA-0088
1TE3000158	기록 명단 MA-0087
1TE3000159	기록 명단 MA-0086
1TE3000160	기록 명단 MA-0085
1TE3000161	기록 명단 MA-0084
1TE3000164	임무 개요
1TE3000166	임무 보고서
1TE3000167	명령서
1TE3000168	사소한 빚
1TE3000169	기록
1TE3000172	빅 타운 보고서
1TE3000173	메가톤 보고서
1TE3000174	리벳시티 보고서
1TE3000177	첫째날
1TE3000178	부적격
1TE3000179	함께 일합시다, 여러분.
1TE3000180	리 박사
1TE3000181	첫번째 사상자
1TE3000182	다음
1TE3000185	전투중 행방불명자
1TE3000188	레펠레티어
1TE3000192	틈새
1TE3000193	매우 피곤하군...
1TE3000194	새로운 개인적 기도
1TE3000195	메가톤 소멸
1TE3000199	각성
1TE3000200	분실 화물
1TE3000201	정화 프로젝트 과학자들
1TE3000203	대통령 전용 지하철 시스템
1TE3000204	유지 관리실 기록
1TE3000206	기록 AK197896
1TE3000207	기록 AK197887
1TE3000208	기록 AK197872
1TE3000209	기록 AK197865
1TE3000210	기록 AK197833
1TE3000211	보안 네트워크에 접속 중...
1TE3000214	문 잠금해제
1TE3000217	새로운 명령 갱신
1TE3000218	새로운 원격 측정 자료 요청
1TE3000219	사용자 장치로 측정 자료 수신
1TE3000220	서버 연결
1TE3000252	데스클로 제어파 비활성화
1TE3000253	데스클로 제어파 활성화
1TE3000254	보호구역 제어파 비활성화
1TE3000255	보호구역 제어파 활성화
1TE3000256	데스클로 보호구역 단말기
1TE3000257	데스클로 신경 조작시 불안정한 상황이 벌어질 경우, 근처의 화염제어 장치를 이용하여 주십시오.
1TE3000265	우리 문 잠금 해제 및 개방
1TE3000266	우리 문 닫힘 및 잠금
1TE3000288	진입로 열림
1TE3000289	진입로 닫힘
1TE3000290	활용불가 - 라디오 통신 두절 A45
1TE3000292	목표탑 전원 내림. 잠시 대기...
1TE3000300	발사지점 폐쇄
1TE3000301	적재 장치 결함 발견
1TE3000302	목표물이 위성의 궤도에서 벗어나 있음
1TE3000305	수동모드 전원 내림 초기화중...
1TE3000306	오류 623 - 메뉴얼 참고 바람
1TE3000308	로봇 연결됨. 방어 모드.
1TE3000309	로봇이 꺼져 있음.
1TE3000310	상태 불안정. 잠재적 안정성 위험.
1TE3000311	로봇의 전원을 내립니다.
1TE3000313	엔클레이브를 적으로 인식합니다.
1TE3000321	내부 문 잠금해제됨
1TE3000322	내부 문 잠금해제됨
1TE3000323	무기고 잠금해제됨
1TE3000324	오류 - 중앙 컴퓨터 연결 끊김
1TE3000326	기록 오류
1TE3000329	문 잠금해제됨
1TE3000330	명령 변화 없음.
1TE3000331	원격 측정 자료 수신됨.
1TE3000332	자료 수신됨.
1TE3000333	명령어 중첩. 권한 없음.
1TE3000348	데스클로 제어파 비활성화됨
1TE3000349	데스클로 제어파 활성화됨
1TE3000350	보호구역 제어파 비활성화됨
1TE3000351	보호구역 제어파 활성화됨
1TE3000353	데스클로 제어파 활성화됨
1TE3000356	!!경고 - 데스클로 우리 문 개방!!
1TE3000357	데스클로 우리문 잠김
1TE4000001	USN 현장 임무 MD-PL-01a
1TE4000002	크룸폴츠, DIA 담당자/리아슨
1TE4000004	현장 보고 - 양 체포/이송
1TE4000005	공개 발표: 중요 인물
1TE4000006	사진 파일: 웬 양
1TE4000007	암호화 k.v1910-mkIV
1TE4000009	... 안전하게 전송
1TE4000011	미합중국에 온걸 환영합니다, 지앙 박사님.
1TE4000013	발췌 세부사항
1TE4000016	심문 발췌
1TE4000025	첩보 잠수함 SSN-37-1A
1TE4000027	뜻이 있는 곳에,
1TE4000028	길이 있다.
1TE4000031	자폭 설정
1TE4000033	자폭 상태
1TE4000034	아우빈역 의료 시설
1TE4000035	기록 분류
1TE4000037	실험실에 대한 정보는 여기 있습니다!
1TE4000039	보안 단말기 선택
1TE4000041	보안 잠금장치 무효화
1TE4000043	이슬라 네그라 홀딩스의 자사
1TE4000052	공동의 자선
1TE4000053	봉사 유닛 #MD18-02
1TE4000054	비영리 헌장 REGMD982.90.2012
1TE4000055	세인트 메리 카운티 뭩, 포인트 룩아웃 지역
1TE4000057	유닛 임무 요인
1TE4000058	새로운 전염병 공공 정보
1TE4000059	유닛 안내 로그
1TE4000060	구호 유닛 안내
1TE4000061	개인 .기록 파일
1TE4000063	기록 001
1TE4000064	기록 002
1TE4000065	기록 003
1TE4000066	기록 004
1TE4000068	저작권 및 배포는
1TE4000069	피트니스 프로그램이 주재합니다 (2059)
1TE4000072	C.I.R.을 기억하세요
1TE4000075	오류: 보안 데이터베이스 손상
1TE4000076	(01XC91DDDF 부분 제외)
1TE4000077	...11XC91EEHH
1TE4000078	...00XC00DDDF
1TE4000079	\>_보안_보호_층 <손상>
1TE4000081	<!> 극비 <!>
1TE4000082	국방부 통신망 OS v78.2
1TE4000084	전자 메시지 전송 시스템
1TE4000085	로그인: 로라 스튜어트 박사
1TE4000087	건설 우려*
1TE4000088	주제 절차 알림이*
1TE4000089	스태프에게 알림*
1TE4000093	로그인: 아담 톰코
1TE4000095	로라 스튜어트 박사에게
1TE4000096	알 수 없는 자로부터
1TE4000099	연구실 노트 시스템*
1TE4000100	검토할 노트를 선택…*
1TE4000102	핵심 연구 과정 노트*
1TE4000103	실수 검토? 이미?*
1TE4000104	개인 현장 일지
1TE4000105	마르셀라, 길가의 성당
1TE4000106	포인트 룩아웃 원정대
1TE4000108	"나는 세상의 빛이니 나를 따르는 자는 어두움에 다니지 아니하고 생명의 빛을 얻으리라." 요한복음 8:12
1TE4000110	최근 기록 <음성 파일>
1TE4000111	아군을 찾았다?
1TE4000112	주변 지역
1TE4000113	여행 일지
1TE4000117	부족 문화 (대성당)
1TE4000118	산비둘기 수용소
1TE4000119	취급 인가 알파 단계
1TE4000120	C.O. 개인 임무 단말기
1TE4000122	경보: 체포된 스파이 (중국)
1TE4000123	심문 보고서
1TE4000124	수용소 임무 보고서
1TE4000125	정보부 일건서류: 양, 웬
1TE4000126	정보부 기록들
1TE4000127	중요 인물
1TE4000128	양, 웬 (사망함)
1TE4000130	공시: 양 체포됨/이송
1TE4000131	오류: 기록물 불완전함
1TE4000133	사진 파일: 양, 웬 (가명)
1TE4000134	정보부 파일: 양, 웬 (가명)
1TE4000136	일일 임무 기록
1TE4000138	순찰 루트 벗어남
1TE4000141	* 전 대원은 반드시 모든 심문 내용을 지휘 계통을 경유해 부대장에게 보고해야한다.
1TE4000143	도우, 존(잠수함 승무원)
1TE4000145	양, 웬
1TE4000147	핏?
1TE4000148	커먼웰스를 떠나다...
1TE4000149	수도 황무지에서의 체류
1TE4000150	바이쉬 에너지 협찬사
1TE4000151	천연 가스 측량 선박
1TE4000154	탐험용 보급물자 접근
1TE4000156	인증 코드 입력 001
1TE4000158	인증 코드 001 검증됨
1TE4000159	인증 코드 입력 002
1TE4000161	인증 코드 002 검증됨
1TE4000162	인증 코드 입력 003
1TE4000164	인증 코드 003 검증됨
1TE4000165	오류:12XU_사용자_보안
1TE4000166	\.> 사용자 장치에 백업됨...
1TE4000167	음성 다운로드중...
1TE4000168	주변 장치로 파일 기록됨.
1TE4000170	오류! 오류!
1TE4000176	극비! 함장 전용.
1TE4000177	오류: 인증 코드가 없습니다!
1TE4000178	탈출하기 바랍니다.
1TE4000179	프로토콜 모방됨...
1TE4000180	감사합니다. 기분 좋은 하루 되길
1TE4000187	하위 항목 로딩...
1TE4000196	파일 복구 시도중....
1TE4000205	로딩...
1TE4000206	기록 파일 로딩...
1TE4000207	하위 메뉴 로딩...
1TE4000212	우선 순위 높은 통신 불러오는 중...
1TE4000216	보고서 불러오는 중...
1TE4000217	기술 요원과 이야기 하세요
1TE4000219	이미지 불러오는 중...
1TE4000229	인증 허가됨.
1TE4000230	오류: 인증 코드를 찾을 수 없음 !
1TE4000231	샌더스: 인증 허가됨
1TE4000239	보안 손상됨!
1TE5000001	리드 언더우드의 개인 단말기
1TE5000002	++우리는 혼자가 아니야!++
1TE5000008	원격 금고 잠금 해제
1TE5000011	내용물이 손상 입음!
